z_best,z_ml,z_qso,survey,xray_objid,old_sdss_dr8objid,new_sdss_dr8objid,RA,DEC,z_spec,eBV,class,SOFT_FLUX,hard_flux,full_flux,SDSS_REJ,petroRad_u,petroRad_g,petroRad_r,petroRad_i,petroRad_z,petroR90_u,petroR90_g,petroR90_r,petroR90_i,petroR90_z,probPSF,extinction_u,extinction_g,extinction_r,extinction_i,extinction_z,sdss_u_mag,sdss_u_err,sdss_g_mag,sdss_g_err,sdss_r_mag,sdss_r_err,sdss_i_mag,sdss_i_err,sdss_z_mag,sdss_z_err,galex_objid,galex_nuv_mag,galex_nuv_err,galex_fuv_mag,galex_fuv_err,ukidss_objid,ukidss_y_mag,ukidss_y_err,ukidss_j_mag,ukidss_j_err,ukidss_h_mag,ukidss_h_err,ukidss_k_mag,ukidss_k_err,wise_sigra,wise_sigdec,wise_cntr,wise_w1_mag,wise_w1_err,wise_w2_mag,wise_w2_err,wise_w3_mag,wise_w3_err,wise_w4_mag,wise_w4_err,wise_w1_snr,wise_w1_cov,wise_w2_snr,wise_w2_cov,wise_w3_snr,wise_w3_cov,wise_w4_snr,wise_w4_cov
0.3172,0.3184,0,XMM,303562201,1237663784202141918,1237676325496160415,10.87463,0.08753917,0.271404,0.020569,GALAXY,1.56861E-14,4.655289E-14,5.540275E-14,no,2.082416,3.048288,2.196549,2.134062,2.050348,1.372525,3.123235,2.564137,2.232195,1.807107,False,0.09694216,0.07132912,0.05173383,0.03922819,0.02781328,20.23213,0.1582207,19.47449,0.0345657,18.56746,0.01684056,18.18688,0.01421811,17.82362,0.03049515,2915097932832179279,21.08148,0.05842234,21.85427,0.1114469,433830734035,18.03464,0.037501,17.83361,0.030834,17.70483,0.035631,17.95537,0.054448,0.1981,0.2091,105100001241013668,18.22438,0.074,18.26301,0.084,18.026,0.471,15.292,9999,25.6,12.848,18.1,12.804,4.2,8.913,1.4,10.794
0.36,0.3658,0.9,XMM,42341301,1237666408440070473,1237666661839339834,354.6181,0.3707142,0.792705,0.115684,QSO,3.013788E-14,0,7.990798E-14,no,1.61983,1.719058,1.495631,1.327166,4.463815,1.388689,2.002093,1.589421,1.306097,2.684394,True,0.1960211,0.1442305,0.104608,0.07932106,0.05623962,21.12285,0.09202344,20.70666,0.02636771,20.40585,0.03306361,20.37586,0.04566448,20.1333,0.1527501,2907709214693529804,21.31151,0.0520375,22.04058,0.08844906,433828863771,-99,-99,-99,-99,21.12363,0.571831,20.66986,0.418782,0.5937,0.6053,3539100001241027034,19.75484,0.224,19.26608,0.202,18.358,9999,15.613,9999,8.9,10.926,8.1,11.083,0.4,10.977,0.5,10.987
0.36,0.8359,0,XMM,304801201,1237649940446577647,1237666647868834841,323.3107,-0.656864,0.710185,0.125862,QSO,5.0984E-15,0,1.574488E-14,no,4.752189,1.891641,2.06246,1.970368,2.40666,2.486765,1.831222,2.01313,1.555977,1.848027,True,0.2282166,0.1679196,0.1217893,0.09234915,0.0654767,21.11919,0.1100478,20.60374,0.02926057,20.3567,0.04100959,20.13548,0.04745644,19.91616,0.1517903,2863095430884886824,21.60641,0.05401564,22.84529,0.1530614,433871634314,21.31125,0.403404,-99,-99,-99,-99,-99,-99,0.2407,0.2486,3236100001241005264,18.69497,0.077,18.29708,0.093,17.495,9999,16.045,9999,20.7,10.941,17,10.84,5.1,10.859,0.7,10.773
0.3967,2.9901,1.56,XMM,303562201,1237663784202142171,1237676325496160640,10.90174,0.09372821,3.123496,0.022125,QSO,7.762046E-15,0,1.948848E-14,no,1.654403,1.36622,1.012943,1.027913,0.9404471,1.992345,1.346648,1.1715,1.089062,1.311434,True,0.09317655,0.06855842,0.04972428,0.03770442,0.0267329,22.12569,0.5360072,20.62321,0.05945006,20.14772,0.03811814,19.97818,0.03689041,19.9723,0.1121307,2915097932832179313,22.42039,0.1909132,23.68746,0.3264007,433830734130,20.89379,0.344324,-99,-99,-99,-99,19.80479,0.241446,0.7713,0.8173,105100001241014137,20.00125,0.35,19.56589,0.268,17.717,9999,15.599,9999,6.6,12.496,5.7,12.954,2.7,7.997,1.1,11.018
0.4013,0.3948,0.08,CSC,5650,1237645943978656141,1237676326589563098,55.71818,0.8812195,0.564903,0.032519,QSO,8.102147E-14,1.196175E-13,2.129473E-13,no,2.683937,1.312598,1.837232,1.790519,4.559671,3.347156,1.745662,2.341742,2.469829,3.124971,True,0.641049,0.4716777,0.3421,0.2594041,0.1839207,21.20882,0.1310281,20.49299,0.03206092,20.14268,0.02977856,19.68657,0.02614935,19.60486,0.06382046,3781161251798780978,21.95262,0.09442607,23.36637,0.282066,433827392420,-99,-99,-99,-99,20.56344,0.321904,-99,-99,0.1685,0.1747,559101501241004947,18.10938,0.061,18.0279,0.095,17.939,0.301,15.441,9999,28.7,11.84,23,11.862,4.1,10.96,1.4,10.811
0.4032,0.4193,1.2,XMM,303562201,1237657191446806681,1237666661846417505,10.83265,0.2259541,1.165547,0.0311,QSO,1.35574E-14,0,4.75974E-14,no,2.019658,1.671772,1.513689,1.510406,1.901782,2.051543,1.889308,1.655294,1.86802,1.484162,True,0.1046439,0.07699597,0.0558439,0.04234474,0.03002295,19.93043,0.04221408,19.87806,0.01486084,19.575,0.01756303,19.54673,0.02321642,19.69309,0.1087525,2915097932832180856,20.04909,0.03354648,20.9719,0.06876467,433830863846,20.76942,0.424406,20.48027,0.256007,-99,-99,18.64037,0.179706,0.3163,0.3327,105100001241023721,19.01165,0.114,18.68425,0.164,17.671,9999,15.81,9999,15.3,12.858,14.8,12.883,-0.7,7.972,-0.7,9.89
0.4242,0.416,1.34,CSC,5654,1237666300019015812,1237666725187289226,51.00864,-0.509818,1.313411,0.018036,QSO,3.246358E-14,0,8.769073E-14,no,2.277421,2.065802,1.924989,2.058354,2.067444,2.359035,1.977097,1.938965,2.033612,2.755014,True,0.4930935,0.3628134,0.2631426,0.199533,0.1414714,20.52785,0.05999647,20.45982,0.02448988,19.80045,0.02218917,19.72131,0.02889977,19.55372,0.08228639,3786861120077177379,21.46656,0.04327597,22.54888,0.1245397,433836417593,19.88116,0.137032,19.68888,0.172127,19.84837,0.500618,19.31824,0.283366,0.3451,0.3772,514100001241004944,19.41722,0.155,18.9543,0.15,17.66,9999,15.746,9999,14.4,12.732,12.3,12.904,3.8,12.971,1.4,13.297
0.4506,0.4527,3.56,CSC,552,1237663457778795378,1237663457778795378,322.4877,0.03558039,0.556921,0.04725,QSO,1.226827E-14,0,3.090484E-14,no,1.362299,1.530817,1.996852,2.196562,2.112071,1.327828,1.444003,2.465964,2.629013,2.09735,False,0.2059529,0.1515382,0.1099081,0.08334003,0.05908912,22.06986,0.1950579,21.53725,0.04963984,20.57455,0.03355565,19.61261,0.02289413,19.32439,0.07458513,6396380444789578406,23.0221,0.3688821,22.76097,0.3784685,433871262560,21.13235,0.340804,20.11718,0.187675,20.13449,0.399303,19.51549,0.273873,0.2013,0.2082,3221100001241018631,18.33219,0.058,19.03839,0.127,18.031,9999,16.237,9999,27.2,17.607,12.5,17.781,2,15.821,-0.8,15.636
0.4506,0.4527,3.56,XMM,93030201,1237663457778795378,1237663457778795378,322.488,0.03572477,0.556921,0.04725,QSO,1.211772E-14,1.507528E-14,3.435305E-14,no,1.362299,1.530817,1.996852,2.196562,2.112071,1.327828,1.444003,2.465964,2.629013,2.09735,False,0.2059529,0.1515382,0.1099081,0.08334003,0.05908912,22.06986,0.1950579,21.53725,0.04963984,20.57455,0.03355565,19.61261,0.02289413,19.32439,0.07458513,6396380444789578406,23.0221,0.3688821,22.76097,0.3784685,433871262560,21.13235,0.340804,20.11718,0.187675,20.13449,0.399303,19.51549,0.273873,0.2013,0.2082,3221100001241018631,18.33219,0.058,19.03839,0.127,18.031,9999,16.237,9999,27.2,17.607,12.5,17.781,2,15.821,-0.8,15.636
0.4856,0.4999,0.12,XMM,200480401,1237663782603325683,1237663524924227814,37.72556,-1.098621,0.378012,0.0302,QSO,1.077761E-14,0,3.197543E-14,no,2.270435,1.602371,1.551358,3.677661,18.02134,2.53106,1.559782,1.471355,1.384028,2.704612,False,0.186229,0.1370255,0.09938233,0.07535861,0.05343019,21.65331,0.1589627,21.3069,0.05213621,20.44735,0.0355717,20.20546,0.04368175,19.74258,0.1193775,2417661280240278810,22.43338,0.1238891,22.78134,0.1586625,433838756398,-99,-99,21.61297,0.541347,-99,-99,-99,-99,0.3987,0.4117,378001601241027938,19.4125,0.104,19.58378,0.247,18.681,0.475,15.832,9999,14.1,24.672,8.7,23.776,4,23.925,1.9,24.632
0.4866,0.4997,3.94,XMM,203690101,1237663204918362371,1237666662382764307,9.599127,0.7805334,0.350214,0.027142,QSO,2.908731E-14,6.56923E-14,8.966515E-14,no,1.180796,1.635006,1.860451,1.724608,3.035676,0.9189724,1.616053,2.269067,2.043232,2.928799,False,0.1100693,0.08098794,0.05873921,0.04454016,0.03157953,21.75694,0.166047,21.44182,0.05538005,20.21731,0.03097489,19.82911,0.03394208,19.32528,0.07298525,2916610860832007543,23.11948,0.3462254,23.90993,0.408394,433827473642,19.12047,0.106902,18.68907,0.044795,18.55302,0.067024,18.93508,0.147831,0.4078,0.4263,90101501241000265,19.23984,0.114,19.62942,0.354,18.3,9999,16.104,9999,14.3,12.869,6.7,12.712,3.2,12.833,0.6,13.176
0.4979,0.5152,0.74,XMM,673002301,1237663783656882401,1237667172385620189,351.6204,-0.2942862,0.7874,0.052982,QSO,1.154011E-14,0,4.206945E-14,no,1.477737,1.179784,1.195337,1.247717,0.9371566,1.606827,1.30711,0.9862993,1.500602,0.4071259,True,0.1949165,0.1434177,0.1040185,0.07887407,0.05592269,21.30291,0.08888907,20.9423,0.02814829,20.60381,0.0334669,20.46143,0.04363374,20.17833,0.1223691,3784222292170514018,21.22638,0.04287028,23.12758,0.1728323,433834326775,-99,-99,-99,-99,-99,-99,19.65095,0.261985,0.3455,0.3656,3509100001241012866,18.99581,0.115,19.32205,0.283,17.826,9999,16.145,9999,16.2,12.858,8.8,12.708,2.4,12.91,-0.8,12.919
0.5921,0.597,0.52,XMM,673002301,1237663783657013418,1237667172385751175,351.9906,-0.2193948,1.245607,0.06073,QSO,6.440874E-14,1.200189E-13,1.911729E-13,no,1.219509,1.194377,1.216722,1.064574,1.807006,1.237846,1.288037,1.619924,1.174938,1.757242,True,0.2035946,0.149803,0.1086496,0.0823857,0.05841249,19.96089,0.0336934,19.97193,0.01488794,19.4147,0.0140239,19.45722,0.01906317,19.58784,0.07098106,3784222292170514942,20.69422,0.02814604,22.04256,0.09719533,433834397577,17.97434,0.035509,-99,-99,-99,-99,-99,-99,0.2452,0.2596,3524100001241008715,18.85211,0.079,18.50132,0.097,18.471,0.473,15.836,9999,19.5,13.831,17.6,13.787,3.3,13.885,0.6,13.857
0.5955,0.5999,6.9,XMM,200430101,1237663237130617053,1237676323905011903,55.32533,-1.186205,0.277086,0.025125,QSO,1.67208E-14,6.670912E-14,6.582983E-14,no,2.012396,3.380818,5.25956,5.163526,5.197805,1.855026,8.88575,5.396327,5.684175,5.446895,False,0.6185799,0.4551452,0.3301092,0.2503119,0.1774742,20.39774,0.1060465,19.79656,0.03238705,18.64827,0.01389439,18.15479,0.01168477,17.65993,0.02273693,3786157432635396888,22.15692,0.06185013,22.72917,0.1661626,433838535985,16.14388,0.012153,15.87837,0.010593,15.53312,0.012043,15.63522,0.013648,0.1345,0.1373,559001601241023217,17.5036,0.027,17.7332,0.047,17.508,0.206,15.328,9999,34.8,11.836,25.9,11.768,10.4,10.916,2.9,10.9
0.6006,0.6102,1,CSC,4963,1237666338116600198,1237666724636721445,19.76245,-0.9427665,1.632783,0.065509,QSO,3.338577E-15,0,8.25195E-15,no,2.029554,1.75609,2.148983,1.810729,3.769766,1.749512,2.707685,2.064146,1.826289,3.076918,True,0.1901009,0.1398745,0.1014486,0.07692542,0.05454108,21.04278,0.09885268,20.8278,0.04135107,20.5257,0.04326952,20.19039,0.04755897,20.24179,0.1780832,3784433398403045203,20.90642,0.03759823,21.97087,0.06545263,433837805437,19.85789,0.133213,20.14301,0.191947,19.9489,0.222866,20.14042,0.23855,0.5032,0.5361,196001601241030891,19.73864,0.288,19.2169,0.228,17.588,9999,15.679,9999,9.1,11.864,10.1,11.836,3.3,11.96,0.3,11.948
0.6276,0.6411,4.14,XMM,93030201,1237663457778664332,1237666648942117458,322.2352,0.003095461,0.289304,0.062128,GALAXY,1.164044E-14,0,3.068903E-14,no,3.267887,3.187333,3.206105,3.171035,2.573102,1.977568,2.546831,2.894982,4.066165,1.696855,False,0.2160197,0.1589452,0.1152803,0.08741359,0.06197733,20.91272,0.1370538,20.36346,0.02990161,19.39513,0.02461042,18.84598,0.02287779,18.56994,0.07430872,2863060246512807319,22.02883,0.07572935,22.41674,0.1305842,433871281741,17.34678,0.01676,17.1955,0.022272,16.98297,0.016102,17.32814,0.027917,0.1334,0.1406,3221100001241020554,18.51954,0.133,18.8577,0.147,18.371,9999,15.513,9999,20.9,10.922,11.2,10.904,1.4,9.955,4.2,9.844
0.6473,0.6186,1.14,XMM,90070201,1237663716555882937,1237663278469349689,10.72604,0.9878781,1.22254,0.027375,QSO,1.668587E-14,3.058301E-14,5.066998E-14,no,3.405283,1.826601,1.41217,1.743236,1.967521,2.113245,2.013442,1.665509,2.039638,1.849404,True,0.1015433,0.07471462,0.05418927,0.04109009,0.02913338,20.29451,0.04984273,20.38023,0.02142266,20.01494,0.02155521,20.01962,0.03325102,20.13037,0.1271726,2417379805263562845,20.79682,0.05357268,22.30791,0.1343017,433826397180,19.9507,0.160677,20.26787,0.215396,-99,-99,19.16274,0.216409,0.463,0.4953,105101501241002846,19.49355,0.134,19.34715,0.294,17.518,9999,15.044,9999,11.8,13.981,8.9,14.378,0.4,4.257,0.6,3.663
0.7179,0.714,0.74,XMM,303562201,1237663784202207349,1237676325496226020,10.96447,0.1660426,0.82358,0.022381,QSO,2.080131E-14,0,6.45583E-14,no,1.807022,1.405183,1.416465,4.457651,2.554296,1.879279,1.879801,1.510065,1.431619,2.218022,False,0.09331363,0.06865928,0.04979744,0.03775989,0.02677223,20.43635,0.1289461,20.18258,0.04220164,20.09135,0.03919849,20.05263,0.04158243,19.79355,0.1016545,2915097932832180231,20.54893,0.05076599,22.64551,0.1736246,433830734388,-99,-99,20.85706,0.231982,-99,-99,19.90817,0.377036,0.113,0.1176,105100001241023639,18.34626,0.061,18.4889,0.12,17.693,9999,15.617,9999,23.7,13.733,14.5,13.784,2.3,7.892,1,10.831
0.7292,0.7147,0.1,XMM,673002301,1237663783657210619,1237667172386013428,352.5122,-0.378724,0.737397,0.028651,QSO,3.730939E-14,6.189449E-14,1.123613E-13,no,0.9662895,1.828597,3.410185,6.148362,3.385789,3.138049,3.286102,5.271045,5.330995,6.237053,False,0.2122505,0.1561719,0.1132689,0.08588835,0.06089591,22.40662,0.2021187,21.40745,0.04375651,20.90019,0.03989468,20.4413,0.04176369,20.11661,0.1228726,2911860970600012669,22.49873,0.2054867,23.43786,0.234795,433836023630,-99,-99,21.34841,0.528189,-99,-99,-99,-99,0.234,0.2411,3524100001241010182,18.49041,0.073,18.78859,0.165,18.366,0.43,16.192,9999,23.2,13.846,14,13.496,2.2,13.931,-0.8,14.263
0.7346,0.7348,0.08,XMM,312190401,1237657586562498818,1237666726257950907,44.00689,0.2671386,0.590988,0.029024,QSO,2.215694E-14,0,5.401295E-14,no,2.387961,2.111163,2.019278,2.489409,3.366846,2.228225,2.515264,2.222146,2.691813,3.152066,False,0.3502644,0.2577212,0.1869209,0.1417365,0.1004929,21.59541,0.1409097,20.69668,0.03124542,20.36712,0.03683291,19.75573,0.02981371,19.56433,0.102698,3785313007705263619,22.11109,0.07085816,22.98388,0.143113,433830876846,20.51409,0.431536,20.12481,0.257706,19.20811,0.169821,18.92451,0.153268,0.1614,0.1622,438100001241026903,18.38323,0.059,18.49887,0.08,18.186,0.261,16.128,9999,31.7,29.868,21,29.548,5,25.944,0.9,29.518
0.7348,0.7303,1.74,XMM,90070201,1237663204918952293,1237663204918952293,10.90807,0.7708359,1.575271,0.047521,QSO,2.154479E-14,5.249898E-14,7.107194E-14,no,1.148101,1.465043,1.259519,1.099815,1.21181,0.9126119,1.438794,1.478292,1.17714,1.119779,True,0.09688912,0.07129009,0.05170552,0.03920673,0.02779806,20.74516,0.06244225,20.43492,0.02306202,20.10094,0.02259399,19.7024,0.02524638,19.47052,0.07505347,6476002678824505798,21.51277,0.1162016,-99,-99,433827499538,-99,-99,20.58778,0.169796,20.30408,0.314005,-99,-99,0.5807,0.6134,105101501241001587,19.52138,0.155,19.58401,0.372,17.449,9999,15.221,9999,9.6,12.505,4.3,12.823,3.9,4.598,4,4
0.7558,-99,0,XMM,211280101,1237666408440725526,1237666661839994904,356.1247,0.3205777,0.02204,0.01941,GALAXY,4.693456E-15,0,0,no,19.58682,17.43585,17.24764,16.75796,14.42584,23.73277,21.22638,20.84707,20.5724,18.31173,False,0.1277498,0.09399709,0.06817453,0.05169468,0.03665217,16.52935,0.01073066,14.68496,0.002064141,13.84377,0.001935249,13.44867,0.001976978,13.14777,0.003106378,2907674030320400145,-99,-99,20.8057,0.04940131,433828881184,18.74775,0.074132,18.69714,0.104062,18.15728,0.06795,17.98798,0.094159,0.0781,0.0777,3554100001241025658,14.81646,0.007,15.58496,0.01,17.122,0.137,15.798,9999,46,13.867,51.6,13.938,10.3,13.949,2,13.9
0.7843,0.8466,0.82,CSC,4987,1237663784213151976,1237676325507170448,36.01854,0.08517382,0.801952,0.037234,QSO,1.680749E-14,1.548035E-14,4.418744E-14,no,2.081875,1.298674,1.310117,1.083001,1.285769,1.657252,1.145024,1.103701,1.733494,0.9869776,True,0.2085258,0.1534313,0.1112812,0.08438116,0.05982729,21.06373,0.1865585,20.69447,0.05077255,20.48247,0.04625442,20.4137,0.04910216,20.06489,0.115709,3780070536261928005,21.42349,0.08185931,-99,-99,433830778228,20.89274,0.277116,-99,-99,-99,-99,-99,-99,0.2698,0.2805,363100001241022288,19.12428,0.075,19.08747,0.138,18.539,9999,17.316,9999,19.7,22.833,13.8,22.823,5,22.977,-1,22.595
0.7949,0.8019,0.7,CSC,4100,1237663785283879099,1237676326577897809,29.14021,0.9635861,0.605019,0.030484,QSO,3.156248E-14,0,9.035822E-14,no,27.91336,1.826644,2.984454,3.333968,2.292502,5.450383,1.466759,2.727972,3.448981,1.466452,False,0.1426645,0.1049712,0.07613384,0.05772999,0.04093128,21.23939,0.3083919,20.44999,0.06452444,20.44667,0.07055088,19.85639,0.04802804,19.59138,0.1077304,3784890795240198784,20.36702,0.03090596,21.00995,0.04829676,433826446559,-99,-99,20.28258,0.123198,-99,-99,-99,-99,0.1879,0.1901,287101501241001683,18.48198,0.043,18.67543,0.083,18.302,9999,15.85,9999,28.3,22.51,17.9,22.746,2.1,21.79,2.5,22.019
0.8097,0.8321,0.8,XMM,673002301,1237666407365017790,1237666660764287113,351.6653,-0.5112371,0.581915,0.093449,QSO,9.682383E-14,1.976998E-13,3.078142E-13,no,1.492591,1.576321,1.326282,1.396724,1.671942,1.583965,1.648522,1.362841,1.586861,1.922816,True,0.213612,0.1571736,0.1139954,0.08643929,0.06128654,20.00953,0.03799934,19.4194,0.01143172,19.45933,0.01528826,19.15105,0.0171997,19.16015,0.05692874,3784222292170511196,19.84954,0.01918383,20.75687,0.03826671,433836093534,19.01265,0.073219,18.95765,0.100742,18.75664,0.109734,18.96567,0.152741,0.2051,0.2157,3509100001241000107,18.45946,0.101,18.23463,0.107,17.388,0.239,15.412,9999,23.7,13.806,19.3,13.639,8.5,13.987,1.2,13.74
0.8473,0.8503,6.6,XMM,203690101,1237663204918428080,1237666662382764723,9.666672,0.7712497,0.557572,0.028828,GALAXY,5.334383E-15,0,1.665197E-14,no,0.3191335,27.91836,3.4422,3.34378,3.550998,1.926353,4.282452,2.732666,3.775453,2.757615,False,0.1127481,0.082959,0.06016879,0.04562417,0.0323481,23.48491,1.0731,22.27826,0.1772924,20.90431,0.08841661,19.87801,0.05719195,19.38845,0.1233925,2916610860829910333,21.78429,0.1899272,-99,-99,433827473439,17.29091,0.023495,17.12066,0.012345,17.00539,0.016802,17.20957,0.030105,0.3091,0.3211,90101501241000187,18.71394,0.1,19.2445,0.276,18.536,9999,15.628,9999,18.8,14.637,8.2,14.447,3,14.565,3.8,14.907
0.8995,0.8975,0.14,XMM,673002301,1237666407365411028,1237666660764680341,352.5925,-0.6141899,0.272076,0.017909,QSO,5.313764E-14,1.202521E-13,1.698164E-13,no,1.939216,1.786114,1.907422,2.004711,7.508472,1.487825,2.205191,2.117743,2.437451,2.032939,False,0.1854821,0.136476,0.09898376,0.07505639,0.05321591,20.37484,0.05618123,20.01668,0.01801386,19.46332,0.01737688,19.17552,0.01951852,18.89919,0.05070898,2911860970600009755,21.36327,0.06695877,21.49258,0.07016938,433836967178,19.35899,0.101035,18.87067,0.115905,18.56884,0.114176,18.19272,0.113625,0.2628,0.2662,3524100001241002869,18.89448,0.098,18.60476,0.141,17.793,9999,15.763,9999,19.4,11.823,16.3,11.844,2.8,11.888,0.4,11.873
0.9183,0.9164,0.06,XMM,41170101,1237663784217280840,1237676325511299389,45.42543,0.1150441,0.606524,0.022764,QSO,1.65453E-14,0,4.730353E-14,no,1.431755,1.362344,1.198816,1.665031,1.679176,1.301394,1.284583,1.271388,1.774521,1.853135,False,0.5323119,0.39167,0.2840718,0.215403,0.1527234,21.17752,0.122744,20.83069,0.0399838,20.69627,0.03736187,20.21045,0.03101755,20.14918,0.09645718,3780563117473269716,21.91691,0.05905771,22.50635,0.1238393,433830809836,20.53398,0.227428,20.29595,0.13897,-99,-99,-99,-99,0.2963,0.3099,453100001241017819,19.25459,0.179,19.03752,0.182,18.56,0.506,16.086,9999,18.3,14.901,12.7,14.868,3.3,14.886,1.6,14.797
0.9209,0.7902,0.08,XMM,303562201,1237663784202142101,1237676325496095113,10.7864,0.09974105,0.7427,0.031106,QSO,7.701058E-15,0,2.4731E-14,no,1.058154,1.04197,2.024477,1.196173,3.386249,-9999,3.255279,1.642688,2.842741,3.040475,False,0.1068542,0.07862227,0.05702343,0.04323914,0.03065709,21.86285,0.508207,21.44446,0.1537336,20.77527,0.08760414,20.22427,0.05949016,20.05815,0.16083,2915097932832179363,22.96521,0.2081445,23.34194,0.2678058,433830863676,20.36661,0.304882,-99,-99,19.43293,0.290457,19.00434,0.27425,0.35,0.3706,105100001241013805,19.18573,0.186,19.71232,0.33,18.319,0.526,15.844,9999,17.1,13.611,6.2,13.852,1.9,9.083,0.8,10.846
0.9294,0.9542,1.54,XMM,90070201,1237663716555882788,1237676326569836749,10.73039,0.9396966,1.583077,0.047932,QSO,1.509204E-14,2.639753E-14,4.574749E-14,no,2.832086,1.281786,1.38673,1.260243,2.542905,2.372934,1.415594,1.776886,0.9489269,2.283306,True,0.09909043,0.07290979,0.05288026,0.0400975,0.02842963,20.57022,0.1328627,20.27179,0.0449826,20.17743,0.04331075,19.82143,0.0394622,20.05199,0.125471,2915097932832190238,21.49864,0.1009561,22.73471,0.2086301,433827499167,20.40774,0.249305,19.92845,0.185674,19.55971,0.264957,-99,-99,0.4803,0.5089,105101501241002785,19.66046,0.242,18.91108,0.186,17.666,9999,15.425,9999,11.7,12.802,7.5,12.927,-1.3,4.481,-1.9,4.227
0.9338,-99,7,XMM,303110401,1237663204920328564,1237666662384730353,14.14272,0.76159,0.479935,0.032922,GALAXY,3.73734E-14,0,9.355448E-14,no,2.969945,3.033605,2.884693,3.561502,3.424346,3.110087,2.919335,3.609244,3.692951,3.643785,False,0.1425916,0.1049175,0.07609495,0.0577005,0.04091037,21.24014,0.1495338,20.80633,0.04579071,19.79754,0.03103007,19.12608,0.02858265,18.78065,0.06823757,2918721923157334280,22.23182,0.1750916,23.70614,0.2428592,433827416091,14.55769,0.002796,14.60743,0.002367,14.74768,0.004023,15.17756,0.007962,0.2142,0.2189,136101501241000144,18.30998,0.099,18.77843,0.169,18.201,9999,15.589,9999,25,16.045,13.4,11.822,1.5,11.102,2.9,12.376
0.9853,0.9677,0.1,CSC,7748,1237663784207712388,1237676325501730949,23.63919,0.2017977,1.392526,0.063579,QSO,1.652795E-14,0,3.665078E-14,no,3.638361,3.163969,4.00509,43.75784,11.3054,2.879439,3.905558,3.594759,4.214094,4.05003,False,0.1344471,0.09892486,0.07174856,0.05440476,0.03857365,21.31112,0.2400459,21.41077,0.1136741,20.60143,0.05192308,20.26853,0.04343996,20.45506,0.1738313,2913690557948631363,21.9568,0.1480732,24.11483,0.3004744,433830575928,19.9339,0.242389,19.10302,0.118767,19.04582,0.219103,18.7386,0.210973,0.6125,0.6211,242100001241025620,19.44769,0.157,19.56817,0.213,18.107,9999,16.18,9999,9.9,17.871,5.5,17.841,1.8,16.92,-0.8,16.933
0.9929,0.992,0.98,XMM,90070201,1237663716556013642,1237676326569967677,11.05706,0.8614655,0.937814,0.036415,QSO,6.512056E-14,9.956231E-14,1.859883E-13,no,1.514067,1.362639,1.276355,1.259436,1.3302,1.443111,1.592137,1.34186,1.373154,1.546039,True,0.1061239,0.07808496,0.05663373,0.04294364,0.03044758,18.94073,0.03601453,18.83773,0.01352918,18.58237,0.01228855,18.6156,0.0144793,18.46145,0.03145255,2915097932832188470,19.18713,0.02156354,20.06632,0.04799689,433827499926,18.3248,0.047989,18.14684,0.046799,17.96002,0.050767,18.34021,0.059396,0.1911,0.198,105101501241000112,18.14571,0.045,17.98029,0.067,17.095,9999,15.495,0.411,25.5,13.329,18.7,14.076,6.4,7.045,5.6,7.155
0.9971,1.002,1.56,CSC,9719,1237663784194343151,1237667172923080916,353.0069,0.1709952,0.506352,0.055585,QSO,2.303276E-14,0,5.183493E-14,no,3.807746,1.510612,2.294364,1.901619,2.942352,3.517688,2.710678,2.871804,2.399815,2.638605,False,0.1920432,0.1413036,0.1024851,0.07771137,0.05509833,21.2481,0.09054806,20.50756,0.02141535,20.10658,0.0235353,19.61906,0.02287577,19.29835,0.07432636,2911825786227920522,22.29277,0.09191752,23.06211,0.1620009,433830660723,-99,-99,-99,-99,14.30642,0.00745,14.22282,0.008187,0.2766,0.2799,3524100001241027176,18.87471,0.115,18.87796,0.133,17.795,9999,15.589,9999,20.1,11.841,13.1,11.817,3.5,11.907,1.2,11.712
1.0102,1.0081,3.42,XMM,111180201,1237663542063531443,1237666076093580346,310.0316,-0.9649678,0.41524,0.044951,QSO,6.441326E-15,0,2.405599E-14,no,1.503216,2.100532,1.825115,2.452274,1.589512,1.057243,1.641128,1.662762,2.504394,1.745648,False,0.3244704,0.2387422,0.1731558,0.1312988,0.09309248,22.12663,0.5617047,20.92661,0.09939249,20.36573,0.05675918,19.85267,0.0473816,19.55038,0.1052922,2468432329162362015,23.13644,0.1768945,-99,-99,433871793325,18.54804,0.131444,18.80111,0.120698,17.92895,0.101657,18.43199,0.148467,0.2625,0.2813,3100001601241041591,18.80233,0.155,18.69907,0.167,18.187,0.353,15.789,9999,20,15.271,14.4,15.617,3.2,13.846,2.5,14.657
1.0211,1.0202,0.3,CSC,4963,1237663782595330158,1237663782595330158,19.54964,-1.078008,0.739912,0.028439,QSO,1.572148E-14,1.878573E-14,4.538108E-14,no,1.182865,1.035503,1.205747,1.12404,0.9424428,1.833872,1.248313,1.459514,1.21693,1.474237,True,0.1810623,0.133224,0.09662512,0.0732679,0.05194785,21.03499,0.06645374,20.52778,0.02184421,20.0865,0.02010943,19.84178,0.02062481,19.51346,0.0508534,6473293482175759598,20.7688,0.07022903,21.65718,0.1256238,433838824924,19.08619,0.1762,18.79757,0.118426,18.50712,0.18106,18.69228,0.216185,0.2988,0.3104,196001601241023869,18.70832,0.071,18.83462,0.22,18.517,0.537,15.903,0.453,18.3,11.773,12.9,11.885,3.2,11.959,1.7,11.874
